PersonID,NAMELSAD,LANCOUNT,VACLEP,ILLIT
Person_1301,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1302,"Anchorage Municipality, Alaska","[70, 69]",1,0
Person_1303,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1304,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1305,"Anchorage Municipality, Alaska","[65, 71]",1,0
Person_1306,"Anchorage Municipality, Alaska","[71, 52]",1,0
Person_1307,"Anchorage Municipality, Alaska","[2, 70]",1,0
Person_1308,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1309,"Anchorage Municipality, Alaska","[59, 69]",1,0
Person_1310,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1311,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1312,"Anchorage Municipality, Alaska","[65, 69]",1,0
Person_1313,"Anchorage Municipality, Alaska","[69, 52]",1,0
Person_1314,"Anchorage Municipality, Alaska","[70, 61]",1,0
Person_1315,"Anchorage Municipality, Alaska","[49, 2]",1,0
Person_1316,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1317,"Anchorage Municipality, Alaska","[49, 64]",1,0
Person_1318,"Anchorage Municipality, Alaska","[69, 64]",1,0
Person_1319,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1320,"Anchorage Municipality, Alaska","[2, 70]",1,0
Person_1321,"Anchorage Municipality, Alaska","[71, 59]",1,0
Person_1322,"Anchorage Municipality, Alaska","[70, 69]",1,0
Person_1323,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1324,"Anchorage Municipality, Alaska","[65, 69]",1,0
Person_1325,"Anchorage Municipality, Alaska","[61, 64]",1,0
Person_1326,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1327,"Anchorage Municipality, Alaska","[2, 69]",1,0
Person_1328,"Anchorage Municipality, Alaska","[65, 69]",1,0
Person_1329,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1330,"Anchorage Municipality, Alaska","[61, 70]",1,0
Person_1331,"Anchorage Municipality, Alaska","[61, 70]",1,0
Person_1332,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1333,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1334,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1335,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1336,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1337,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1338,"Anchorage Municipality, Alaska","[65, 69]",1,0
Person_1339,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1340,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1341,"Anchorage Municipality, Alaska","[69, 61]",1,0
Person_1342,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1343,"Anchorage Municipality, Alaska","[61, 71]",1,0
Person_1344,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1345,"Anchorage Municipality, Alaska","[61, 70]",1,0
Person_1346,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1347,"Anchorage Municipality, Alaska","[49, 71]",1,0
Person_1348,"Anchorage Municipality, Alaska","[61, 70]",1,0
Person_1349,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1350,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1351,"Anchorage Municipality, Alaska","[69, 64]",1,0
Person_1352,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1353,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1354,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1355,"Anchorage Municipality, Alaska","[65, 69]",1,0
Person_1356,"Anchorage Municipality, Alaska","[61, 70]",1,0
Person_1357,"Anchorage Municipality, Alaska","[71, 59]",1,0
Person_1358,"Anchorage Municipality, Alaska","[71, 64]",1,0
Person_1359,"Anchorage Municipality, Alaska","[52, 70]",1,0
Person_1360,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1361,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1362,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1363,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1364,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1365,"Anchorage Municipality, Alaska","[69, 71]",1,0
Person_1366,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1367,"Anchorage Municipality, Alaska","[49, 61]",1,0
Person_1368,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1369,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1370,"Anchorage Municipality, Alaska","[71, 65]",1,0
Person_1371,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1372,"Anchorage Municipality, Alaska","[70, 52]",1,0
Person_1373,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1374,"Anchorage Municipality, Alaska","[64, 49]",1,0
Person_1375,"Anchorage Municipality, Alaska","[52, 69]",1,0
Person_1376,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1377,"Anchorage Municipality, Alaska","[59, 71]",1,0
Person_1378,"Anchorage Municipality, Alaska","[49, 69]",1,0
Person_1379,"Anchorage Municipality, Alaska","[69, 59]",1,0
Person_1380,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1381,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1382,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1383,"Anchorage Municipality, Alaska","[49, 61]",1,0
Person_1384,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1385,"Anchorage Municipality, Alaska","[64, 70]",1,0
Person_1386,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1387,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1388,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1389,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1390,"Anchorage Municipality, Alaska","[69, 70]",1,0
Person_1391,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1392,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1393,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1394,"Anchorage Municipality, Alaska","[52, 70]",1,0
Person_1395,"Anchorage Municipality, Alaska","[69, 52]",1,0
Person_1396,"Anchorage Municipality, Alaska","[64, 70]",1,0
Person_1397,"Anchorage Municipality, Alaska","[70, 69]",1,0
Person_1398,"Anchorage Municipality, Alaska","[69, 65]",1,0
Person_1399,"Anchorage Municipality, Alaska","[59, 69]",1,0
Person_1400,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1401,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1402,"Anchorage Municipality, Alaska","[70, 69]",1,0
Person_1403,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1404,"Anchorage Municipality, Alaska","[70, 69]",1,0
Person_1405,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1406,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1407,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1408,"Anchorage Municipality, Alaska","[65, 70]",1,0
Person_1409,"Anchorage Municipality, Alaska","[69, 61]",1,0
Person_1410,"Anchorage Municipality, Alaska","[2, 70]",1,0
Person_1411,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1412,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1413,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1414,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1415,"Anchorage Municipality, Alaska","[49, 64]",1,0
Person_1416,"Anchorage Municipality, Alaska","[52, 70]",1,0
Person_1417,"Anchorage Municipality, Alaska","[69, 65]",1,0
Person_1418,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1419,"Anchorage Municipality, Alaska","[69, 2]",1,0
Person_1420,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1421,"Anchorage Municipality, Alaska","[70, 49]",1,0
Person_1422,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1423,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1424,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1425,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1426,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1427,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1428,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1429,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1430,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1431,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1432,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1433,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1434,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1435,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1436,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1437,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1438,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1439,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1440,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1441,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1442,"Anchorage Municipality, Alaska","[70, 61]",1,0
Person_1443,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1444,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1445,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1446,"Anchorage Municipality, Alaska","[70, 52]",1,0
Person_1447,"Anchorage Municipality, Alaska","[59, 70]",1,0
Person_1448,"Anchorage Municipality, Alaska","[70, 52]",1,0
Person_1449,"Anchorage Municipality, Alaska","[65, 70]",1,0
Person_1450,"Anchorage Municipality, Alaska","[49, 61]",1,0
Person_1451,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1452,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1453,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1454,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1455,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1456,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1457,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1458,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1459,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1460,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1461,"Anchorage Municipality, Alaska","[52, 2]",1,0
Person_1462,"Anchorage Municipality, Alaska","[70, 49]",1,0
Person_1463,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1464,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1465,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1466,"Anchorage Municipality, Alaska","[52, 49]",1,0
Person_1467,"Anchorage Municipality, Alaska","[52, 70]",1,0
Person_1468,"Anchorage Municipality, Alaska","[70, 59]",1,0
Person_1469,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1470,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1471,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1472,"Anchorage Municipality, Alaska","[49, 61]",1,0
Person_1473,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1474,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1475,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1476,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1477,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1478,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1479,"Anchorage Municipality, Alaska","[61, 64]",1,0
Person_1480,"Anchorage Municipality, Alaska","[70, 49]",1,0
Person_1481,"Anchorage Municipality, Alaska","[70, 52]",1,0
Person_1482,"Anchorage Municipality, Alaska","[70, 59]",1,0
Person_1483,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1484,"Anchorage Municipality, Alaska","[70, 61]",1,0
Person_1485,"Anchorage Municipality, Alaska","[52, 49]",1,0
Person_1486,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1487,"Anchorage Municipality, Alaska","[70, 61]",1,0
Person_1488,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1489,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1490,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1491,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1492,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1493,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1494,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1495,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1496,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1497,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1498,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1499,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1500,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1501,"Anchorage Municipality, Alaska","[2, 70]",1,0
Person_1502,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1503,"Anchorage Municipality, Alaska","[64, 49]",1,0
Person_1504,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1505,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1506,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1507,"Anchorage Municipality, Alaska","[49, 70]",1,0
Person_1508,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1509,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1510,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1511,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1512,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1513,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1514,"Anchorage Municipality, Alaska","[70, 61]",1,0
Person_1515,"Anchorage Municipality, Alaska","[2, 64]",1,0
Person_1516,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1517,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1518,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1519,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1520,"Anchorage Municipality, Alaska","[2, 64]",1,0
Person_1521,"Anchorage Municipality, Alaska","[65, 70]",1,0
Person_1522,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1523,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1524,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1525,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1526,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1527,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1528,"Anchorage Municipality, Alaska","[70, 65]",1,0
Person_1529,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1530,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1531,"Anchorage Municipality, Alaska","[70, 2]",1,0
Person_1532,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1533,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1534,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1535,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1536,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1537,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1538,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1539,"Anchorage Municipality, Alaska","[64, 70]",1,0
Person_1540,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1541,"Anchorage Municipality, Alaska","[2, 64]",1,0
Person_1542,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1543,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1544,"Anchorage Municipality, Alaska","[2, 64]",1,0
Person_1545,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1546,"Anchorage Municipality, Alaska","[49, 61]",1,0
Person_1547,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1548,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1549,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1550,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1551,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1552,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1553,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1554,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1555,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1556,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1557,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1558,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1559,"Anchorage Municipality, Alaska","[52, 49]",1,0
Person_1560,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1561,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1562,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1563,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1564,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1565,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1566,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1567,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1568,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1569,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1570,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1571,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1572,"Anchorage Municipality, Alaska","[52, 2]",1,0
Person_1573,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1574,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1575,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1576,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1577,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1578,"Anchorage Municipality, Alaska","[2, 64]",1,0
Person_1579,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1580,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1581,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1582,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1583,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1584,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1585,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1586,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1587,"Anchorage Municipality, Alaska","[59, 61]",1,0
Person_1588,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1589,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1590,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1591,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1592,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1593,"Anchorage Municipality, Alaska","[61, 64]",1,0
Person_1594,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1595,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1596,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1597,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1598,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1599,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1600,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1601,"Anchorage Municipality, Alaska","[64, 49]",1,0
Person_1602,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1603,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1604,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1605,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1606,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1607,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1608,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1609,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1610,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1611,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1612,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1613,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1614,"Anchorage Municipality, Alaska","[49, 2]",1,0
Person_1615,"Anchorage Municipality, Alaska","[52, 2]",1,0
Person_1616,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1617,"Anchorage Municipality, Alaska","[49, 64]",1,0
Person_1618,"Anchorage Municipality, Alaska","[49, 64]",1,0
Person_1619,"Anchorage Municipality, Alaska","[2, 49]",1,0
Person_1620,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1621,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1622,"Anchorage Municipality, Alaska","[64, 49]",1,0
Person_1623,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1624,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1625,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1626,"Anchorage Municipality, Alaska","[49, 2]",1,0
Person_1627,"Anchorage Municipality, Alaska","[2, 65]",1,0
Person_1628,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1629,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1630,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1631,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1632,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1633,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1634,"Anchorage Municipality, Alaska","[64, 59]",1,0
Person_1635,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1636,"Anchorage Municipality, Alaska","[49, 2]",1,0
Person_1637,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1638,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1639,"Anchorage Municipality, Alaska","[49, 65]",1,0
Person_1640,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1641,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1642,"Anchorage Municipality, Alaska","[61, 49]",1,0
Person_1643,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1644,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1645,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1646,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1647,"Anchorage Municipality, Alaska","[61, 64]",1,0
Person_1648,"Anchorage Municipality, Alaska","[52, 49]",1,0
Person_1649,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1650,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1651,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1652,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1653,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1654,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1655,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1656,"Anchorage Municipality, Alaska","[49, 59]",1,0
Person_1657,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1658,"Anchorage Municipality, Alaska","[64, 52]",1,0
Person_1659,"Anchorage Municipality, Alaska","[65, 2]",1,0
Person_1660,"Anchorage Municipality, Alaska","[64, 65]",1,0
Person_1661,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1662,"Anchorage Municipality, Alaska","[49, 64]",1,0
Person_1663,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1664,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1665,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1666,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1667,"Anchorage Municipality, Alaska","[49, 2]",1,0
Person_1668,"Anchorage Municipality, Alaska","[65, 49]",1,0
Person_1669,"Anchorage Municipality, Alaska","[49, 52]",1,0
Person_1670,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1671,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1672,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1673,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1674,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1675,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1676,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1677,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1678,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1679,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1680,"Anchorage Municipality, Alaska","[52, 2]",1,0
Person_1681,"Anchorage Municipality, Alaska","[64, 61]",1,0
Person_1682,"Anchorage Municipality, Alaska","[52, 64]",1,0
Person_1683,"Anchorage Municipality, Alaska","[64, 2]",1,0
Person_1684,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1685,"Anchorage Municipality, Alaska","[65, 59]",1,0
Person_1686,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1687,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1688,"Anchorage Municipality, Alaska","[52, 65]",1,0
Person_1689,"Anchorage Municipality, Alaska","[2, 61]",1,0
Person_1690,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1691,"Anchorage Municipality, Alaska","[59, 2]",1,0
Person_1692,"Anchorage Municipality, Alaska","[52, 61]",1,0
Person_1693,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1694,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1695,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1696,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1697,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1698,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1699,"Anchorage Municipality, Alaska","[2, 59]",1,0
Person_1700,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1701,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1702,"Anchorage Municipality, Alaska","[65, 52]",1,0
Person_1703,"Anchorage Municipality, Alaska","[59, 52]",1,0
Person_1704,"Anchorage Municipality, Alaska","[65, 61]",1,0
Person_1705,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1706,"Anchorage Municipality, Alaska","[61, 65]",1,0
Person_1707,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1708,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1709,"Anchorage Municipality, Alaska","[61, 2]",1,0
Person_1710,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1711,"Anchorage Municipality, Alaska","[61, 59]",1,0
Person_1712,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1713,"Anchorage Municipality, Alaska","[59, 64]",1,0
Person_1714,"Anchorage Municipality, Alaska","[61, 64]",1,0
Person_1715,"Anchorage Municipality, Alaska","[2, 52]",1,0
Person_1716,"Anchorage Municipality, Alaska","[59, 65]",1,0
Person_1717,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1718,"Anchorage Municipality, Alaska","[61, 52]",1,0
Person_1719,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1720,"Anchorage Municipality, Alaska","[52, 2]",1,0
Person_1721,"Anchorage Municipality, Alaska","[65, 64]",1,0
Person_1722,"Anchorage Municipality, Alaska","[52, 59]",1,0
Person_1723,"Anchorage Municipality, Alaska","[52, 64]",1,0
